count,description,fraction,in_wiki,value
3,,0.0,False,menrod-3
3,,0.0,False,hunting_logde
3,,0.0,False,school (historic)
3,,0.0,False,cemetary
3,,0.0,False,pelastusrengas
3,,0.0,False,post_office;bank
3,,0.0,False,daycare_center
3,,0.0,False,comedy
3,,0.0,False,historic
3,,0.0,False,de:bauwagen
3,,0.0,False,segway_rental
3,,0.0,False,tearoom
3,,0.0,False,waste_bin
3,,0.0,False,dry_cleaning
3,,0.0,False,dog_relief_area
3,,0.0,False,typography
3,,0.0,False,duct
3,Describing the position of a milk dispenser.,0.0,True,milk_dispenser
3,,0.0,False,health_resort
3,,0.0,False,livery_hall
3,,0.0,False,toilets:dog
3,,0.0,False,cattleyards
3,,0.0,False,ambulance_station;fire_station
3,,0.0,False,Flexibus-Haltestelle
3,,0.0,False,adult_education
3,,0.0,False,caterer
3,,0.0,False,oven
3,,0.0,False,Cementerio
3,,0.0,False,flea_market
3,,0.0,False,lake
3,,0.0,False,toilet_block
3,,0.0,False,analytical_laboratory
3,,0.0,False,press
3,,0.0,False,abris
3,,0.0,False,bus_stop 
3,,0.0,False,historical site
3,,0.0,False,ward
3,,0.0,False,wash
3,,0.0,False,screen
3,,0.0,False,quincaillerie
3,,0.0,False,circus
3,,0.0,False,car_fixing
2,,0.0,False,intercom
2,,0.0,False,police #fixme operator
2,,0.0,False,fast_food;bar
2,,0.0,False,Church ( place of worship)
2,,0.0,False,cremation
2,,0.0,False,LSD
2,,0.0,False,cosmetic
2,,0.0,False,grid_bin
2,,0.0,False,study_room
2,,0.0,False,Road Services
2,,0.0,False,weigh_scale
2,,0.0,False,lighthouse
2,,0.0,False,MOT
2,,0.0,False,smoking_shelter
2,,0.0,False,betting_agency
2,,0.0,False,airline tickets
2,,0.0,False,post_box;vending_machine
2,,0.0,False,fence
2,,0.0,False,scuba_diving
2,,0.0,False,Optometrist
2,,0.0,False,Iglesia ni Cristo
2,,0.0,False,parking_space;bus_station
2,,0.0,False,lube_center
2,,0.0,False,theatre; restaurant
2,,0.0,False,barbar
2,,0.0,False,delivery
2,,0.0,False,ONG
2,,0.0,False,events_center
2,,0.0,False,venting_maschine
2,,0.0,False,religious_house
2,,0.0,False,fireplug
2,,0.0,False,Lê Thị Kim
2,,0.0,False,roof without wall
2,,0.0,False,radio chimen lakay
2,,0.0,False,waterpoint
2,,0.0,False,photostudio
2,,0.0,False,watchmaker
2,,0.0,False,kictchen
2,,0.0,False,scout_center
2,,0.0,False,うどんや
2,,0.0,False,tyre_cleaning
2,,0.0,False,game_room
2,,0.0,False,place_of_worship + religion
2,,0.0,False,field
2,,0.0,False,greenfield
2,,0.0,False,wash_basin
2,,0.0,False,bank;restaurant
2,,0.0,False,lido
2,,0.0,False,park_ride
2,,0.0,False,forest
2,,0.0,False,dentist_laboratory
2,,0.0,False,descripsi
2,,0.0,False,cafe;hookah_lounge
2,,0.0,False,varasto
2,,0.0,False,pump_station
2,,0.0,False,car_boot_sale
2,,0.0,False,military_recruiting
2,,0.0,False,musical_school
2,,0.0,False,crinic
2,,0.0,False,political_party
2,,0.0,False,public_shower
2,,0.0,False,school sport
2,,0.0,False,drinking_water;toilets
2,,0.0,False,ferry_station
2,,0.0,False,bedding
2,,0.0,False,computer_rental
2,,0.0,False,toilets;shower;laundry
2,,0.0,False,general aviation Terminal
2,,0.0,False,hospital veterinary
2,,0.0,False,Aterrizadero
2,,0.0,False,robinet
2,,0.0,False,lotery
2,,0.0,False,labour_union
2,,0.0,False,diagnostic
2,,0.0,False,swalayan
2,,0.0,False,rest_house
2,,0.0,False,Truck Stop
2,,0.0,False,radio_studio
2,,0.0,False,matonpesu
2,,0.0,False,haunt
2,,0.0,False,laundramat
2,,0.0,False,windsock
2,,0.0,False,passenger_pickup_dropoff
2,,0.0,False,waste_dump_facilities
2,,0.0,False,hospital; university
2,,0.0,False,government_place
2,,0.0,False,disposal
2,,0.0,False,nursing_house
2,,0.0,False,kinesist
2,,0.0,False,evens_venue
2,,0.0,False,lock
2,,0.0,False,electrician
2,,0.0,False,ritual_bath
2,,0.0,False,tourism_office
2,,0.0,False,Prayer Ground
2,,0.0,False,electricity
2,,0.0,False,Temple Other religious place
2,,0.0,False,beauty_parlour
2,,0.0,False,emergency_help_point
2,,0.0,False,convention center
2,,0.0,False,helth
2,,0.0,False,cafe;bank
2,,0.0,False,alternative practitioner
2,,0.0,False,scool
2,,0.0,False,arts
2,,0.0,False,Depozit anvelope
2,,0.0,False,Porcherie
2,,0.0,False,Social_facility
2,,0.0,False,Pitch
2,,0.0,False,service_pit
2,,0.0,False,canine_hydrotherapy
2,,0.0,False,community services
2,,0.0,False,medical_imaging
2,,0.0,False,party_room
2,,0.0,False,Hartie
2,,0.0,False,industrie
2,,0.0,False,gymnastics
2,,0.0,False,doctors; dentist
2,,0.0,False,Yes
2,,0.0,False,toilets;showers;dresses room
2,,0.0,False,Government Office
2,,0.0,False,restaurant;car_wash
2,,0.0,False,toilets;cafe
2,,0.0,False,party_palace
2,,0.0,False,animal_welfare
2,,0.0,False,composting_site
2,,0.0,False,public_building;community_centre
2,,0.0,False,Ecole professionnele
2,,0.0,False,electricity box
2,,0.0,False,snackbar
2,,0.0,False,scrub
2,,0.0,False,barrow_rental
2,,0.0,False,telecommunications
2,,0.0,False,variable_message_sign
2,,0.0,False,waiting shed
2,,0.0,False,serive
2,,0.0,False,Service Station
2,,0.0,False,pet_relief_area
2,,0.0,False,moorings
2,,0.0,False,nomad
2,,0.0,False,defibrillator
2,,0.0,False,plaque
2,,0.0,False,cafe;theatre;arts_centre;cinema
2,,0.0,False,pharmacy;restaurant
2,,0.0,False,guestbook
2,,0.0,False,school;driving_school
2,,0.0,False,ferris_wheel
2,,0.0,False,destillery
2,,0.0,False,pneumatic_tube_transport
2,,0.0,False,Dispensary
2,,0.0,False,recruitment_agency
2,,0.0,False,customer_care_center
2,,0.0,False,gereja
2,,0.0,False,wheelchair-toilets
2,,0.0,False,concert
2,,0.0,False,animal_shelter;animal_boarding
2,,0.0,False,Local alquiler/venta
2,,0.0,False,trade
2,,0.0,False,consulting_engineers
2,,0.0,False,public_path
2,,0.0,False,sanitarium
2,,0.0,False,pub;cafe;bar
2,,0.0,False,ballet_school
2,,0.0,False,Electonics
2,,0.0,False,Usługi
2,,0.0,False,Platform Stand
2,,0.0,False,game_feeder
2,,0.0,False,weight_station
2,,0.0,False,soup_kitchen
2,,0.0,False,stonemason
2,,0.0,False,boarding_kennels
2,,0.0,False,funeral_service
2,,0.0,False,Sede
2,,0.0,False,parking_access
2,,0.0,False,trolley_rental
2,,0.0,False,Care Home
2,,0.0,False,Osteopath
2,,0.0,False,Ashram
2,,0.0,False,road maintenance
2,,0.0,False,theatre:type=amphi
2,,0.0,False,garagen
2,,0.0,False,nutrition_supplements
2,,0.0,False,tax_preparation
2,,0.0,False,address
2,,0.0,False,plot
2,,0.0,False,mortorcycle_parking
2,,0.0,False,Umkleidekabinen
2,,0.0,False,radiologist
2,,0.0,False,boundary_stone
2,,0.0,False,government_department
2,,0.0,False,petit demele
2,,0.0,False,icon
2,,0.0,False,fish farm
2,,0.0,False,grilled_chicken
2,,0.0,False,saleyards
2,,0.0,False,Centre de Recherche
2,,0.0,False,Beauty
2,,0.0,False,تالار
2,,0.0,False,theatre;cinema
2,,0.0,False,children's_home
2,,0.0,False,empty
2,,0.0,False,air
2,,0.0,False,frozen_yogurt
2,,0.0,False,serviced_office
2,,0.0,False,geriatrics
2,,0.0,False,metro_station
2,,0.0,False,emergency_marker
2,,0.0,False,sun_clock
2,,0.0,False,roller_rink
2,,0.0,False,fysiotherapy
2,,0.0,False,disused:fuel
2,,0.0,False,реабилитационный центр
2,,0.0,False,fish_farm
2,,0.0,False,notaio
2,,0.0,False,bbc
2,,0.0,False,resthouse
2,,0.0,False,ban
2,,0.0,False,sign cnr Fairholm pointing north is Cotswold Avenue. Sign at southern end is Cotswold Road
2,,0.0,False,religious_precinct
2,,0.0,False,bus
2,,0.0,False,campfire
2,,0.0,False,turkish_bath
2,,0.0,False,animal_hospital
2,,0.0,False,chu
2,,0.0,False,logopedia
2,,0.0,False,Colony
2,,0.0,False,Lake
2,,0.0,False,festival grounds
2,,0.0,False,theatre_stage
2,,0.0,False,old_prison
2,,0.0,False,dive_center
2,,0.0,False,market_hall
2,,0.0,False,clinics
2,,0.0,False,dog
2,,0.0,False,Natural Rock Formation - views
2,,0.0,False,golf_bag_storage
2,,0.0,False,world_heritage
2,,0.0,False,vending_machine;toilets
2,,0.0,False,bikepark
2,,0.0,False,quadrangle
2,,0.0,False,flower
2,,0.0,False,Home
2,,0.0,False,stands
2,,0.0,False,hayrack
2,,0.0,False,flo
2,,0.0,False,electorate_office
2,,0.0,False,animal_bording
2,,0.0,False,pagoda
2,,0.0,False,mobility_aids_hire
2,,0.0,False,ges
2,,0.0,False,cafe;pharmacy
2,,0.0,False,tobacco drying barn
2,,0.0,False,car_mechanic
2,,0.0,False,advertising_board
2,,0.0,False,public_storage
2,,0.0,False,parking entrance
2,,0.0,False,parking_entrence
2,,0.0,False,gravel
2,,0.0,False,recycling:plastic=yes
2,,0.0,False,legal
2,,0.0,False,religious
2,,0.0,False,fufu bar
2,,0.0,False,pineyard
2,,0.0,False,car_tia
2,,0.0,False,exit
2,,0.0,False,learning
2,,0.0,False,inn
2,,0.0,False,inf
2,,0.0,False,osteopaths
2,,0.0,False,mart
2,,0.0,False,drinking_water;waste_disposal
2,,0.0,False,windsurf_school
2,,0.0,False,Wifi_Internet_Coverage
2,,0.0,False,drinking_water;waste_disposal;toilet
2,,0.0,False,rehearsal_studio
2,,0.0,False,organisation
2,,0.0,False,mortocycle_parking
2,,0.0,False,boat_house
2,,0.0,False,Montessori
2,,0.0,False,dentiste
2,,0.0,False,money_transfers
2,,0.0,False,stripclub;bar
2,,0.0,False,coaching class
2,,0.0,False,orthopedic_supplies
2,,0.0,False,medic
2,,0.0,False,waste_disposal_yard
2,,0.0,False,fire station
2,,0.0,False,ktv
2,,0.0,False,tennis court
2,,0.0,False,Party Palace
2,,0.0,False,bicycle_repair_stand
2,,0.0,False,community_centre;library
2,,0.0,False,coast guard
2,,0.0,False,trash_bin
2,,0.0,False,engineering
2,,0.0,False,animal_shelter=dog
2,,0.0,False,waste_basket;bbq
2,,0.0,False,community_centre;restaurant
2,,0.0,False,CheckPoint
2,,0.0,False,paking
2,,0.0,False,sports_complex
2,,0.0,False,gendarmerie
2,,0.0,False,classes
2,,0.0,False,bus_station;cafe
2,,0.0,False,farmacy
2,,0.0,False,mfi
2,,0.0,False,waste basket
2,,0.0,False,safety_education
2,,0.0,False,doctors;social_facility
2,,0.0,False,Event Management
2,,0.0,False,coach_parking
2,,0.0,False,bog_waste_bin
2,,0.0,False,Dikelands Mount
2,,0.0,False,public bath
2,,0.0,False,Verein
2,,0.0,False,Bench
2,,0.0,False,ski_jumping
2,,0.0,False,charching_station
2,,0.0,False,community_cinema
2,,0.0,False,community-centre
2,,0.0,False,Bistro
2,,0.0,False,telephone;post_box
2,,0.0,False,poultry farm
2,,0.0,False,car_workshop
2,,0.0,False,Park
2,,0.0,False,relay_post_box
2,,0.0,False,trolley_parking
2,,0.0,False,Calle 12B
2,,0.0,False,auto body shop
2,,0.0,False,makerspace
2,,0.0,False,plant
2,,0.0,False,plane
2,,0.0,False,convenience shop
2,,0.0,False,pic
2,,0.0,False,surveillance_camera
2,,0.0,False,fish_breeding
2,,0.0,False,agility_tubes
2,,0.0,False,waste_tranfer_station
2,,0.0,False,pro
2,,0.0,False,social centre
2,,0.0,False,rail_station
2,,0.0,False,counthouse
2,,0.0,False,parking;atm
2,,0.0,False,community_garden
2,,0.0,False,pub:demolished
2,,0.0,False,drinking_water/empty
2,,0.0,False,roller_coaster
2,,0.0,False,smokers_corner
2,,0.0,False,community_centre:for=athlete
2,,0.0,False,rsl
2,,0.0,False,centre_recherche
2,,0.0,False,Godown
2,,0.0,False,shelter;bookmobile
2,,0.0,False,welfare_centre
2,,0.0,False,book_sharing
2,,0.0,False,"Нефтебаза ""Темп"""
2,,0.0,False,distribution_center
2,,0.0,False,community_kitchen
2,,0.0,False,awaste_basket
2,,0.0,False,provider
2,,0.0,False,waterbicycle_rental
2,,0.0,False,Buddhist Temple
2,,0.0,False,caravan_storage
2,,0.0,False,car_vacuum_cleaner
2,,0.0,False,Shelter
2,,0.0,False,social_facility;cafe
2,,0.0,False,Winzerhof
2,,0.0,False,cobbler
2,,0.0,False,office_rental
2,,0.0,False,betting_shop
2,,0.0,False,former_school
2,,0.0,False,dog_swimming
2,,0.0,False,book
2,,0.0,False,railway_control_centre
2,,0.0,False,forest_warden_office
2,,0.0,False,footway
2,,0.0,False,vision center
2,,0.0,False,rain_garden
2,,0.0,False,4
2,,0.0,False,h
2,,0.0,False,*
2,,0.0,False,Bottle Store
2,,0.0,False,2
2,,0.0,False,charging_area
2,,0.0,False,paint
2,,0.0,False,auto:service
2,,0.0,False,cafe;fuel
2,,0.0,False,?
2,,0.0,False,indoor_play
2,,0.0,False,bollard
2,,0.0,False,carpet_wash
2,,0.0,False,fire_station:dpo
2,,0.0,False,amenity
2,,0.0,False,health clinic
2,,0.0,False,مختار
2,,0.0,False,diving_board
2,,0.0,False,Hausverwaltung
2,,0.0,False,foresters_house
2,,0.0,False,animal_physiotherapy
2,,0.0,False,weight_clinic
2,,0.0,False,waste_basket;shelter
2,,0.0,False,highway_area
2,,0.0,False,murmur_listening_post
2,,0.0,False,atm;bicycle_parking
2,,0.0,False,道の駅
2,,0.0,False,furniture shop
2,,0.0,False,foresthouse
2,,0.0,False,Basket Stand
2,,0.0,False,builders_yard
2,,0.0,False,garbage
2,,0.0,False,kiss_stop
2,,0.0,False,Hardware
2,,0.0,False,sled_rental
2,,0.0,False,generic_info
2,,0.0,False,meeting_room
2,,0.0,False,fitness_trail
2,,0.0,False,tax collection piont
2,,0.0,False,grass_verge
2,,0.0,False,Schullandheim
2,,0.0,False,sweets
2,,0.0,False,disused:pub
2,,0.0,False,LHK Creation Inc. Garments Factory
2,,0.0,False,show_ground
2,,0.0,False,Feldgrotte
2,,0.0,False,Mausoleum
2,,0.0,False,DE: Gasleitungsbeschilderung; US:signposting of gas pipeline
2,,0.0,False,fire_pit
2,,0.0,False,tax_preparer
2,,0.0,False,bump
2,,0.0,False,table_tennis
2,,0.0,False,activity_centre
2,,0.0,False,allotments
2,,0.0,False,Thermal pool
2,,0.0,False,bench;place_of_worship
2,,0.0,False,headquarter
2,,0.0,False,health_facility:type
2,,0.0,False,minibus_taxi_rank
2,,0.0,False,bin_store
2,,0.0,False,pet_wash
2,,0.0,False,cooking
2,,0.0,False,tunnel
2,,0.0,False,viewing screen
2,,0.0,False,post_sorting
2,,0.0,False,Jazz Club
2,,0.0,False,compound
2,,0.0,False,hookah
2,,0.0,False,horse_hitch
2,,0.0,False,Cold Room
2,,0.0,False,Pool Hall
2,,0.0,False,bench;waste_disposal
2,,0.0,False,departure_times
2,,0.0,False,curtain
2,,0.0,False,infokart
2,,0.0,False,gully
2,,0.0,False,electrict shop
2,,0.0,False,Котельная №1
2,,0.0,False,boathouses
2,,0.0,False,Antenne
2,,0.0,False,Rumah
2,,0.0,False,pasal
2,,0.0,False,telegraph_office
2,,0.0,False,waste_disposal 
2,,0.0,False,Restaurant
2,,0.0,False,bikesharing_station
2,,0.0,False,surf_school
2,,0.0,False,parking;pub
2,,0.0,False,"cafe, tee"
2,,0.0,False,nursing home
2,,0.0,False,Library
2,,0.0,False,financial_advisor
2,,0.0,False,taxi_phone
2,,0.0,False,bike FixIt station
2,,0.0,False,jacuzzi
2,,0.0,False,additional_education
2,,0.0,False,raspberries
2,,0.0,False,souvenirs
2,,0.0,False,mpp_office
2,,0.0,False,doctors; pharmacy
2,,0.0,False,"GU WITH Kropotkin orphanage ""Charity"""
2,,0.0,False,ford
2,,0.0,False,nursing_home;social_facility
2,,0.0,False,energy_point
2,,0.0,False,telephone - @
2,,0.0,False,Quadra da escola de samba
2,,0.0,False,prepschool
2,,0.0,False,kennels;cattery
2,,0.0,False,folkpark
2,,0.0,False,confectionary
2,,0.0,False,loading_ramp
2,,0.0,False,jeux
2,,0.0,False,after_school_club
2,,0.0,False,secretariat
2,,0.0,False,post office
2,,0.0,False,Bureau
2,,0.0,False,dressmaking_atelier
2,,0.0,False,public_buth
2,,0.0,False,hacker_space
2,,0.0,False,healing_centre
2,,0.0,False,minicab
2,,0.0,False,photo_print
2,,0.0,False,chenil
2,,0.0,False,movie_rental
2,,0.0,False,jeepney_terminal
2,,0.0,False,Furniture Store
2,,0.0,False,service_station
2,,0.0,False,lan_gaming_centre
2,,0.0,False,fuel;toilets
2,,0.0,False,lost_found
2,,0.0,False,library; community_centre
2,,0.0,False,wine_estate
2,,0.0,False,clothes_donation
2,,0.0,False,storage_units
2,,0.0,False,Barber
2,,0.0,False,bar;restaurant;pub
2,,0.0,False,Театральная студия
2,,0.0,False,farmers_market
2,,0.0,False,student residence
2,,0.0,False,drinking_water;shower
2,,0.0,False,organic
2,,0.0,False,ice cream
2,,0.0,False,Roofing Contractor
2,,0.0,False,technical_inspection_association
2,,0.0,False,housing_office
2,,0.0,False,nursing_home;retirement_home
2,,0.0,False,embarkader
2,,0.0,False,pharmacy;post_office
2,,0.0,False,guthi
2,,0.0,False,boatdriving_school
2,,0.0,False,health service
2,,0.0,False,dog_waste_bag_dispencer
2,,0.0,False,public_transport_tickets
2,,0.0,False,meteo_station
2,,0.0,False,fast_food;parking
2,,0.0,False,pet_sitting
2,,0.0,False,stroller_rental
2,,0.0,False,escape
2,,0.0,False,"waste_disposal,recycling"
2,,0.0,False,printers
2,,0.0,False,cash
2,,0.0,False,baking_house
2,,0.0,False,restaurant;pub;bar;fast_food
2,,0.0,False,wilderness_hut
2,,0.0,False,water treatment
2,,0.0,False,Hospital
2,,0.0,False,disused:place_of_worship
2,,0.0,False,office_supplies
2,,0.0,False,auto_club
2,,0.0,False,event_rental
2,,0.0,False,bicycle_washing
2,,0.0,False,computer laboratory
2,,0.0,False,mooring
2,,0.0,False,Cooperative
2,,0.0,False,wedding_stuff
2,,0.0,False,cards and gifts
2,,0.0,False,clinic;pharmacy
2,,0.0,False,towels
2,,0.0,False,architects
2,,0.0,False,strausswirtschaft
2,,0.0,False,duty_doctor
2,,0.0,False,Child Care
2,,0.0,False,taxi  Jeeps
2,,0.0,False,nursing
2,,0.0,False,conservatoire municipal
2,,0.0,False,physio
2,,0.0,False,fire_alarm
2,,0.0,False,mud_bath
2,,0.0,False,milk_collection_center
2,,0.0,False,wedding_hall
2,,0.0,False,sahakari
2,,0.0,False,notary_public
2,,0.0,False,Zelfstandige
2,,0.0,False,limousine
2,,0.0,False,playschool
2,,0.0,False,public building
2,,0.0,False,Insurance
2,,0.0,False,inspection
2,,0.0,False,police_outpost
2,,0.0,False,Radio station
2,,0.0,False,hotel;restaurant;bar
2,,0.0,False,wine_cellar
2,,0.0,False,orthopedics
2,,0.0,False,ball court
2,,0.0,False,Village_Office
2,,0.0,False,Farm
2,,0.0,False,tourist information
2,,0.0,False,fuel;post_office
2,,0.0,False,news
2,,0.0,False,official
2,,0.0,False,Clínica
2,,0.0,False,recreational_ground
2,,0.0,False,pastry
2,,0.0,False,service_machine
2,,0.0,False,school;college
2,,0.0,False,maxheight_warning_beam
2,,0.0,False,doggy_bag
2,,0.0,False,ppudo
2,,0.0,False,Madrasatul
2,,0.0,False,canine
2,,0.0,False,waste transfer station
2,,0.0,False,old_cafe
2,,0.0,False,painting_school
2,,0.0,False,funeral_parlor
2,,0.0,False,post_office;atm
2,,0.0,False,pakring
2,,0.0,False,bicycle_parking;bicycle_rental
2,,0.0,False,grocery_store
2,,0.0,False,home_for_elderly_people
2,,0.0,False,discounter
2,,0.0,False,turning_circle
2,,0.0,False,school/college
2,,0.0,False,recycle_bin
2,,0.0,False,bus-stop
2,,0.0,False,public_building;townhall
2,,0.0,False,copyshop
2,,0.0,False,rubbish
2,,0.0,False,cafe;restaurant;bar
2,,0.0,False,furniture_rental
2,,0.0,False,bare field
2,,0.0,False,laboratorio
2,,0.0,False,bear_cache
2,,0.0,False,logopedist
2,,0.0,False,convinience
2,,0.0,False,pub;bar
2,,0.0,False,internet_access_yes
2,,0.0,False,razed
2,,0.0,False,restaurant;lounge
2,,0.0,False,Food_Court_-_Forum_Mall
2,,0.0,False,rifle_ranges
2,,0.0,False,fire_station No.2
2,,0.0,False,shopping center
2,,0.0,False,skylight
2,,0.0,False,seasonal_wine_tavern
2,,0.0,False,hindu temple
2,,0.0,False,Tailor Shop
2,,0.0,False,tyre_repair
2,,0.0,False,public_bookshelf
2,,0.0,False,bandshell
2,,0.0,False,ticket_marker
2,,0.0,False,human_resource
2,,0.0,False,comic
2,,0.0,False,maternity_care
2,,0.0,False,Motel
2,,0.0,False,poultry
2,,0.0,False,Boatstorage
2,,0.0,False,postal_sorting_office
2,,0.0,False,mobile_home_park
2,,0.0,False,Transport
2,,0.0,False,townhall;school
2,,0.0,False,infotafel
2,,0.0,False,arrival
2,,0.0,False,garden_centre
2,,0.0,False,kirana
2,,0.0,False,assembly_area
2,,0.0,False,Schützenhaus
2,,0.0,False,学習塾
2,,0.0,False,ramp
2,,0.0,False,pay_terminal
2,,0.0,False,verloskundige
2,,0.0,False,comm
2,,0.0,False,shooting
2,,0.0,False,Meeting place
2,,0.0,False,chilcare
2,,0.0,False,dental clinic
2,,0.0,False,community_centre:for=Orange Order
2,,0.0,False,Horse_Corral
2,,0.0,False,foster_care
2,,0.0,False,コンビニエンスストア
2,,0.0,False,undertakers
2,,0.0,False,youth room
2,,0.0,False,changing_booth
2,,0.0,False,Terrasse
2,,0.0,False,bicycle_rental;bıcycle_repair
2,,0.0,False,parking_escaped
2,,0.0,False,Lavanderia
2,,0.0,False,masonic_hall
2,,0.0,False,dancing school
2,,0.0,False,sidewalk
2,,0.0,False,tennis
2,,0.0,False,chocolate
2,,0.0,False,payphone
2,,0.0,False,public_council
2,,0.0,False,esthetic
2,,0.0,False,adult_education_centre
2,,0.0,False,stone working
2,,0.0,False,tire_inflation_station
2,,0.0,False,paddy dryer
2,,0.0,False,sportbar
2,,0.0,False,deckchair
2,,0.0,False,baby_change
2,,0.0,False,Drainage
2,,0.0,False,Water Tank
2,,0.0,False,public_building;courthouse
2,,0.0,False,river radar station
2,,0.0,False,bbq;shelter
2,,0.0,False,garbage_can
2,,0.0,False,communiyu_centre
2,,0.0,False,Diagnostic Center
2,,0.0,True,carwash
2,,0.0,False,charging_point
2,,0.0,False,dentist;doctors
2,,0.0,False,brokerages
2,,0.0,False,botanical_gardens
2,,0.0,False,reflexology
2,,0.0,False,Hilerria
2,,0.0,False,snooker_hall
2,,0.0,False,public_b
2,,0.0,False,washhouse
2,,0.0,False,sharing_food
2,,0.0,False,phone_station
2,,0.0,False,alley
2,,0.0,False,medical
2,,0.0,False,electronic
2,,0.0,False,Collage
2,,0.0,False,trolley_cleaning
2,,0.0,False,monatery
2,,0.0,False,detective_agency
2,,0.0,False,public_notary
2,,0.0,False,klofanje_tepiha
2,,0.0,False,cvjm
2,,0.0,False,porters_cubicle
2,,0.0,False,fritids
2,,0.0,False,hearing_aids
2,,0.0,False,waymarker
2,,0.0,False,water slide
2,,0.0,False,arts_centre;library
2,,0.0,False,training center
2,,0.0,False,waste_disposal;toilets;drinking_water
2,,0.0,False,apiary
2,,0.0,False,matonpesupaikka
2,,0.0,False,Presses
2,,0.0,False,Engine room
2,,0.0,False,platform
2,,0.0,False,Net house
2,,0.0,False,conference hall
2,,0.0,False,arts_centre;theatre
2,,0.0,False,smoker
2,,0.0,False,Commercial residential
2,,0.0,False,swimming pool
2,,0.0,False,farmhouse
2,,0.0,False,socket:schuko
2,,0.0,False,freight_terminal
2,,0.0,False,metal_construction
2,,0.0,False,pet_toilet
2,,0.0,False,design
2,,0.0,False,Unterkunft
2,,0.0,False,petrol gas lpg
2,,0.0,False,cubbyhouse
2,,0.0,False,pathology
2,,0.0,False,fitting_out
2,,0.0,False,conference_hall
2,,0.0,False,Kosmetiker
2,,0.0,False,physiotherapists
2,,0.0,False,wholesale
2,,0.0,False,monument
2,,0.0,False,goal
2,,0.0,False,change_rooms
2,,0.0,False,feestzaal
2,,0.0,False,talousrakennus
2,,0.0,False,wayside_cross
2,,0.0,False,bailbond
2,,0.0,False,long_term_care_centre
2,,0.0,False,clothes_repair
2,,0.0,False,scout_den
2,,0.0,False,vendor
2,,0.0,False,youth
2,,0.0,False,Jetty
2,,0.0,False,bank; post_office
2,,0.0,False,insect_hotel
2,,0.0,False,tax_agent
2,,0.0,False,flowerbed
2,,0.0,False,ca
2,,0.0,False,sunbed
2,,0.0,False,ho
2,,0.0,False,future_fast_food
2,,0.0,False,library_station
2,,0.0,False,pi
2,,0.0,False,tr
2,,0.0,False,apteka
2,,0.0,False,ta
2,,0.0,False,Childrens Centre
2,,0.0,False,exercise_facility
2,,0.0,False,townhall;public_building
2,,0.0,False,inmobiliaria
2,,0.0,False,Centre de loisirs sans hebergement
2,,0.0,False,post_office;pharmacy
2,,0.0,False,"washing_machine,shower"
2,,0.0,False,joinery
2,,0.0,False,reseau electrique/generateur
2,,0.0,False,health_insurance
2,,0.0,False,therapy
2,,0.0,False,music venue
2,,0.0,False,city gate
2,,0.0,False,others
2,,0.0,False,professional services
2,,0.0,False,Security
2,,0.0,False,居酒屋
2,,0.0,False,forest office
2,,0.0,False,financial_institution
2,,0.0,False,Anchorage
2,,0.0,False,beachhuts
2,,0.0,False,dietician
2,,0.0,False,milk-booth
2,,0.0,False,Kantor
2,,0.0,False,bicycle_parking;bench
2,,0.0,False,cafe;atm
2,,0.0,False,bird_observatory
2,,0.0,False,water_source
2,,0.0,False,recreational
2,,0.0,False,fuel; kiosk
2,,0.0,False,window prostitution
2,,0.0,False,disused:school
2,,0.0,False,sign_information
2,,0.0,False,construction_yard
2,,0.0,False,bell_tower
2,,0.0,False,car service
2,,0.0,False,motorcycle_training
2,,0.0,False,university;theatre
2,,0.0,False,datacenter
2,,0.0,False,farm_stand
2,,0.0,False,manège
2,,0.0,False,car_parts;car_repairing
2,,0.0,False,outdoor_education_centre
2,,0.0,False,nail_bar
2,,0.0,False,Ingenieur
2,,0.0,False,place_of_worship;atm
2,,0.0,False,electricy box
2,,0.0,False,surgerie_and_suite maternity
2,,0.0,False,hotspring
2,,0.0,False,computer_club
2,,0.0,False,old christian temple ruins
2,,0.0,False,Freizeitheim
2,,0.0,False,ruin
2,,0.0,False,special_education
2,,0.0,False,Dentallabor
2,,0.0,False,friture
2,,0.0,False,technical school
2,,0.0,False,parking;marketplace
2,,0.0,False,soft_play
2,,0.0,False,climbing_gym
2,,0.0,False,post_box;pharmacy
2,,0.0,False,nail_studio
2,,0.0,False,meeting
2,,0.0,False,dog_day_care
2,,0.0,False,used_car_dealer
2,,0.0,False,School
2,,0.0,False,parcel_pickup
2,,0.0,False,tax_advisor
2,,0.0,False,Institute
2,,0.0,False,Instituto
2,,0.0,False,cloth
2,,0.0,False,tax_service
2,,0.0,False,lavoire
2,,0.0,False,picnic area
2,,0.0,False,film_studio
2,,0.0,False,guerite
2,,0.0,False,grain storage
2,,0.0,False,former_fast_food
2,,0.0,False,litfass
2,,0.0,False,caravan
2,,0.0,False,waterpump
2,,0.0,False,dog_wellness
2,,0.0,False,diagnostic_centre
2,,0.0,False,tires
2,,0.0,False,swinnnig-pool
2,,0.0,False,Douches
2,,0.0,False,publishing
2,,0.0,False,telecommunicationcenter
2,,0.0,False,"pharmacy, hospital"
2,,0.0,False,institution
2,,0.0,False,registrars_office
2,,0.0,False,baggage_checkroom
2,,0.0,False,cater
2,,0.0,False,radiography
2,,0.0,False,bazar
2,,0.0,False,mounting_steps
